,text,id,label,d1,d2,inferred_labels,labels_after_prop
0,"-aproximadamente 32 mil testes      para a escolha do domicílio e do     independentemente do resul-        Estado”, disse.
-em 27 municípios selecionados.     cidadão que participará do ques-     tado do teste, essa pessoa será       Para o desenvolvimento do
-   De acordo com o secretá-        tionário a ser aplicado por técni-   orientada ou, se necessário, en-   Inquérito Sorológico, foram de-
-rio de Estado da Saúde, Nésio      cos da saúde.                        caminhada para k atendimento       finidas quatro fases de planeja-
-Fernandes, a pesquisa trará           Segundo o gerente de Vigi-        em unidade referenciada.           mento. A primeira foi marcada
-uma radiografia do impacto         lância em Saúde da Sesa, Orlei                                          por reuniões com especialistas
-da doença no Espírito Santo.       Amaral Cardoso, as perguntas         Inquérito Sorológico               para definições iniciais para a
-“Com o inquérito, objetivamos      serão embasadas para coleta                                             metodologia de pesquisa; a
-fazer uma projeção estatística     de informações básicas sobre            O Inquérito Sorológico é        segunda consistiu no plano
-do comportamento da trans-         sintomas da doença. Além da          uma pesquisa que consiste em       de sorteio das regiões a serem
:missão da Covid-19 em nosso        realização de um teste rápido        testar uma amostra da popula-      pesquisadas, além da prepara-
-Estado. Também vamos poder         para identificação de anticor-       ção que seja representativa do     ção dos formulários e testes.
-identificar a força de transmis-   pos contra o novo Coronavírus,       todo. Dessa forma, os dados           Na terceira, profissionais da
-são do vírus. Com os resulta-      cujo resultado estará disponí-       auxiliarão o entendimento de       Sesa da área da Vigilância, da
-dos, teremos uma radiografia       vel em 15 minutos.                   como a Covid-19 está sendo         Atenção Primária e do Instituto
-muito fina de qual é o impacto        “O processo irá garantir se-      transmitida no Estado e nas de-    Capixaba de Ensino, Pesquisa
-da doença e de seu comporta-       gurança tanto ao entrevistado        finições de novas estratégias,     e Inovação em Saúde (ICEPi),
-mento que poderá subsidiar as      quanto aos técnicos, que esta-       por parte da Sesa, para medi-      com apoio de especialistas da
-decisões de Governo”, explicou.    rão paramentados com equipa-         das de contenção da doença.        Universidade Federal do Espí-
-                                   mentos de proteção individual,          A utilização desse modelo,      rito Santo (Ufes) e da Organiza-
-Atuação em campo                   além de terem suas credenciais       de acordo com o gerente da         ção Pan-Americana da Saúde
",text_1,6,0.0991643790905546,0.08270220187680989,6,
1,"
-TORNA PÚBLICO AOS INTERESSADOS QUE ESTÁ ABERTO O PROCESSO DE PESQUISA DE PREÇO PELO PRAZO DE 24
-(Vinte e QUATRO) horas, A CONTAR DESTA PUBLICAÇÃO. PRAZO ESTE QUE PODERÁ SER INFERIOR CASO OBTENHA-SE
-O NÚMERO SUFICIENTE DE COTAÇÕES.
-
-
-                                                                                                  www.diariomunicipal.es.gov.br
-22/04/2020 (Quarta-feira)                        DOM/ES - Edição N° 1499                                        Página 132
-
-
-PROCESSO: 10.648/2020 – DISPENSA Nº 0145/2020
:Contratação de empresa especializada para fornecimento de 5.000 kits de teste rápido para o covid-19.
-PRAZO DE ENTREGA: 50% em 3 dias e 50% em 10 dias, a partir da entrega da Autorização de Fornecimento.
-AS EMPRESAS ESPECIALIZADAS INTERESSADAS EM FORNECER COTAÇÃO DE PREÇOS PARA A PESQUISA MENCIONADA,
-ENTRAR EM CONTATO COM A DIVISÃO DE COMPRAS PELO TELEFONE (28) 3535-1918. OU PELOS EMAIL: compraspmpk@
-gmail.com; compras.fms@presidentekennedy.es.gov.br
-Nos dias úteis de 08:00hs as 11:00hs e 12:00 as 17:00hs.
-
-
-Presidente Kennedy-ES, 17/04/2020
-
-
",text_2,3,0.305127464096874,0.1294796630940982,3,
2,"
-                                                                                                     Publicação Nº 274692
-
-FUNDO MUNICIPAL DE SAÚDE, DO MUNICÍPIO DE JAGUARÉ
-
-TORNAR SEM EFEITO A RATIFICAÇÃO DE DISPENSA DE LICITAÇÃO Nº 0008/2020
-
-CÓDIGO DE REMESSA DE CONTRATAÇÃO:
-
-2020.038E0500001.09.0008
-
:OBJETO: Aquisição em caráter emergencial de teste rápido, para covid 19, para o enfrentamento da emergência de Saúde
-Pública.
-
-TORNAR SEM EFEITO o TERMO DE RATIFICAÇÃO, publicado no Diário Oficial dos Municipios, do Estado do Espirito Santo,
-no dia 15 de maio de 2020, em favor da empresa EQUIMED INST. E EQUIP. PARA LAB. E HOSPITAIS LTDA, pessoa jurí-
-dica de direito privado, inscrita no CNPJ: nº 16.580.422/0001-13, com sede na Rodovia BR 101 km 504, 9994b - Sao
-
-
-                                                                                                www.diariomunicipal.es.gov.br
-18/05/2020 (Segunda-feira)                       DOM/ES - Edição N° 1516                                        Página 112
-
-
:Lourenco - Itabuna - BA, para Aquisição em caráter emergencial de teste rápido, para covid 19, para o enfrentamento da
-emergência de Saúde Pública, no valor de R$ 345.000,00 (trezentos quarenta e cinco mil reais) e determino a emissão
-da respectiva nota de empenho.
-
-
-Jaguaré-ES, 15 de maio de 2020
-
-
-Dayana Mara dos Santos Silva Bizi
-Secretária Municipal de Saúde
-
",text_3,1,0.45605792527944033,0.19800273491581474,1,
3,"
-necessidades do setor de obras e manutenção                              para ações de enfrentamento ao COVID-
-predial, para ampliação e reforma dos espaços                            19.Número e Modalidade da Licitação: Dispensa
-pertencentes à Secretaria Municipal de Saúde e                           de Licitação nº 161/SMA/DSLC/2020; Contratado:
-suas unidades de atendimento. Dia 06 de maio de                          Eugenio Raulino Koerich S.A. Comercio e Industria.,
-2020,      às     10h.     Endereço    eletrônico:                       CNPJ nº 86.184.074/0001-40. Valor: R$ 6.487,00
-http://dlc.pmf.sc.gov.br. O Pregoeiro.                                   (seis mil quatrocentos e oitenta e sete reais).
-                                                                         Contratante: Secretária Municipal de Assistência
-PREGÃO ELETRÔNICO PARA REGISTRO DE PREÇOS                                Social/Fundo Municipal de Assistência Social;
-Nº 134/SMA/DSLC/2020 – Objeto: Registro de                               Nome de quem assinou: Maria Cláudia Goulart da
-Preços para aquisição de insumos de laboratório –                        Silva.
:Teste Rápido de Gravidez. Dia 06 de maio de 2020,
-às      13h30min.         Endereço     eletrônico:
-http://dlc.pmf.sc.gov.br. O Pregoeiro.                                             AUTARQUIA DE
-PREGÃO ELETRÔNICO PARA REGISTRO DE PREÇOS                                    MELHORAMENTOS DA CAPITAL
-Nº 137/SMA/DSLC/2020 – Objeto: Registro de
-preços para a aquisição de insumos laboratoriais,                        PORTARIA Nº 112/2020 - O Diretor Presidente da
-para atender às necessidades do Laboratório                              Autarquia de Melhoramentos da Capital –
-Municipal de Florianópolis – LAMUF. Dia 06 de                            COMCAP, no uso das atribuições que lhe são
-maio de 2020, às 15h30min. Endereço eletrônico:                          conferidas pelas Leis Complementares Nº
-http://dlc.pmf.sc.gov.br. O Pregoeiro.                                   618/2017 e 655/2018 e pelos Decretos Municipais
-                                                                         Nº 17.799/2017 e 20.572/2019, CONSIDERANDO a
",text_4,4,0.3600830053308775,0.049157600058851406,4,
4,"
-
-
-
-CONTRATO 079/2020
-                                                                                                    Publicação Nº 276969
-
-CONTRATO 079/2020
-
-CONTRATADO: F.N COMERCIO E REPRESENTAÇÕES DE PRODUTOS PARA SAÚDE LTDA, CNPJ Nº 26.959.662/0001-87.
-
:OBJETO: Aquisição de kits de teste rápido para covid-19, para atender as necessidades laboratoriais da Secretaria Muni-
-cipal de Saúde.
-
-Valor: R$ 136.000,00
-
-Vigência: 30 (trinta) dias (28/05/2020 à 27/06/2020).
-
-Processo: 571/2020
-
-ID: 2020.025E0700001.09.0013
-
",text_5,1,0.3760522306989473,-0.03875533355321516,1,
5,"
-                                  Salvador, 29 de maio de 2020.
-                                                                                                                                       Salvador, 28 de maio de 2020
-                                    JOSÉ EGÍDIO DE SANTANA
-                                    Presidente da COPEL/SMS                                                                           PALOMA MENDES MENDONÇA
-                                                                                                                                            Coordenadora
-                        DISPENSA DE LICITAÇÃO Nº 076/2020
-                                                                                                                                            RETIFICAÇÃO
-PROCESSO Nº: 6567/2020
-CONTRATADA: PMH PRODUTOS MÉDICOS HOSPITALARES LTDA                                                  Na Dispensa de Licitação nº 043/2020, Processo nº 6074/2020, publicada no DOM nº 7.607 de 26 de
-CNPJ: 00.740.696/0001-92                                                                            março de 2020, página 5
:OBJETO: Aquisição de Kit para Laboratório: Teste rápido IGM/IGG para coronavirus, para garantir
-o atendimento do Laboratório Central / SMS, no combate ao COVID-19, conforme CI DGAS / LAB.         ONDE SE LÊ:
-CENTRAL Nº 033/2020
-VALOR GLOBAL: R$ 4.375.000,00 (Quatro milhões, trezentos e setenta e cinco mil reais)               DOTAÇÃO ORÇAMENTÁRIA: Projeto Atividade 10.303.0003.233800; Elemento de Despesa 33.90.30;
-AMPARO LEGAL: Artigo 24, Inciso IV da Lei Federal n° 8.666/93                                       Fonte de Recurso: 014 (Transf Fundo a Fundo de Recursos SUS do Gov Fed - Bloco de Custeio - Assist
-Artigo 4º, da Lei Federal n° 13.979/2020                                                            . Farm e Ins)
-DOTAÇÃO ORÇAMENTÁRIA Projeto Atividade 10.122.0002.263000; Elemento de Despesa 33.90.30;
-Fonte de Recurso 014 (Transf. Fundo a Fundo de Recursos SUS do Gov Fed - Bloco de Custeio -         LEIA-SE:
-COVID-19)
-PRAZO DE ENTREGA: Imediato                                                                          DOTAÇÃO ORÇAMENTÁRIA: Projeto Atividade 10.122.0002.263000; Elemento de Despesa
-DATA DO ATO: 25/05/2020                                                                             33.90.30; Fonte de Recurso: 091 (Operações de Crédito Externas - Recursos de Ressarcimento de
",text_6,1,0.4917578286688806,-0.38757703680022,1,
6,"
-   PORTARIA Nº 452-REM.SEMUS/GAB/ASSEX/GGPFP,
-              DE 28 DE ABRIL DE 2020                                                       DANIEL BORINI ZEMUNER
-                                                                                             Secretário da Saúde
-         O SECRETÁRIO MUNICIPAL DA SAÚDE de Palmas-TO,
-no uso das atribuições que lhe são conferidas pelo artigo 80, inciso
-IV, da Lei Orgânica do Município de Palmas e pela Lei nº 2.299, de
-                                                                            PORTARIA CONJUNTA N° 454-INST.SEMUS/SESMU,
-30 de março de 2017.
-                                                                                      DE 28 DE ABRIL DE 2020
-        CONSIDERANDO a Portaria DSG Nº 1287/SEMUS/
:GAB, de 23 de outubro de 2019, que delega à servidora Polyana                               Institui a realização do teste rápido para a
-Cavalcante Marconi, ocupante do cargo comissionado de Assessor                              detecção do novo coronavírus a partir do 8°
-Executivo, matrícula funcional nº 413033303, poderes para assinar                           (oitavo) dia para os servidores da Secretaria
-documentos específicos.                                                                     Municipal da Saúde e Secretaria Municipal de
-                                                                                            Segurança e Mobilidade Urbana e toma outras
-       CONSIDERANDO a previsão legal conforme o artigo 33 da                                providências.
-Lei Complementar nº 008, de 16 de novembro de 1999.
-                                                                                 O SECRETÁRIO MUNICIPAL DA SAÚDE de Palmas-TO,
-       CONSIDERANDO que a movimentação de servidores é                  no uso de suas atribuições legais que lhe confere o artigo 80, inciso
-imprescindível para a manutenção do funcionamento permanente            IV, da Lei Orgânica do Município de Palmas, combinado comas
-dos órgãos do Poder Executivo Municipal.                                prerrogativas dos artigos 40, inciso X e 41 e o SECRETÁRIO
",text_7,6,0.2874000631328542,-0.013026825865187493,6,
7,"
-IV, da Lei Orgânica do Município de Palmas, combinado com as            contaminação.
-prerrogativas dos artigos 40, inciso X e 41, da Lei no 2.299, de 30
-de março de 2017.                                                               CONSIDERANDO a Nota Técnica nº 11/2020-DESF/SAPS/
-12                                                        DIÁRIO OFICIAL DO MUNICÍPIO DE PALMAS Nº 2.482 - TERÇA-FEIRA, 5 DE MAIO DE 2020
-
-MS, que esclarece o método de distribuição de testes rápidos para                          NOME                      MATRICULA PERÍODO AQUISITIVO     DIAS
-a detecção de anticorpos contra o coronavírus (SARS-CoV-2), bem          PALOMA GRACIANO DE CARVALHO MOURA             298441   2018    a 2019         14
-como as recomendações dos grupos prioritários para a realização.
-                                                                                Art. 2º Esta Portaria entra em vigor na data de sua
-         CONSIDERANDO a Nota Técnica nº 5/2020-SAPS/MS, a               publicação.
:qual orienta que o teste rápido seja realizado após o 7º (sétimo) dia
-após o início dos sintomas por se tratar de detecção de anticorpos.          GERÊNCIA DE GESTÃO DE PESSOAS E FOLHA DE
-                                                                        PAGAMENTO, aos 30 dias do mês de abril de 2020.
-        CONSIDERANDO que dentre os grupos prioritários estão
-incluídos os profissionais de saúde e segurança pública e que estes                          POLYANA CAVALCANTE MARCONI
-devem realizar isolamento quando forem contatos domiciliares de                                   Assessoria Executiva
-algum caso confirmado.                                                                             DSG Nº 1287/2019
-        CONSIDERANDO que estes profissionais compõem a força
-de trabalho essencial sendo importante a adoção de medidas que               EXTRATO DE TERMO ADITIVO Nº 01 AO CONTRATO
-possam manter a atuação destes profissionais para a continuidade                 DE PRESTAÇÃO DE SERVIÇOS Nº 02/2019
-das ações de atenção à saúde, as medidas de proteção e controle.
-                                                                        PROCESSO N°: 2018003593 (Volumes I, II e III)
-        RESOLVE:                                                        ESPÉCIE: CONTRATO DE PRESTAÇÃO DE SERVIÇOS
-                                                                        CONTRATANTE: MUNICÍPIO DE PALMAS/FUNDO MUNICIPAL
:        Art.1° Fica determinada a realização do teste rápido para       DE SAÚDE
-detecção de anticorpos contra o coronavírus no 8 °(oitavo) dia após     CONTRATADA: EMPRESA AR FRIO REFRIGERAÇÃO LTDA - ME
-início dos sintomas para os servidores vinculados a Secretaria          OBJETO: Termo Aditivo nº 01, ao Contrato nº 02/2019, que tem por
-Municipal da Saúde e Secretaria Municipal de Segurança e                objeto a prestação de serviço de Manutenção Preventiva e Corretiva
-Mobilidade Urbana, que foram notificados e que atendam a definição      em equipamentos Eletroeletrônicos, para atendimento de demandas
-de caso suspeito de COVID-19.                                           da rede municipal de saúde, conforme especificações constantes
-                                                                        do Edital de Licitação, sob as condições estabelecidas no contrato
-        Parágrafo único, será de competência dos serviços de            originário, derivados do Processo nº 2018003593 (volumes I, II e III).
-saúde que compõem a Rede de Atenção à Saúde do Município de             ADITAMENTO: lavram o presente Termo, por mútuo entendimento,
-Palmas a solicitação, regulação e agendamento da realização do          para consignada a prorrogação do prazo de vigência contratual por
-teste para os servidores supracitados que foram notificados e que
-                                                                        mais 12 (doze) meses, a contar de seu vencimento, encerrando-se
-atendam a definição de caso suspeito por COVID-19.
-                                                                        em 08 de abril de 2021.
-                                                                        BASE LEGAL: Processo nº 2018003593, art. 57, inciso II, da Lei
-        Art.2º A responsabilidade da ciência do resultado
-                                                                        n.º 8.666/93.
:NEGATIVO do teste rápido para os servidores, será pela equipe
-                                                                        SIGNATÁRIOS: Prefeitura de Palmas/Secretaria da Saúde, CNPJ
-técnica da vigilância em saúde da Síndrome Gripal a qual deverá
-                                                                        Nº 24.851.511/0027-14, por seu represente legal, Senhor DANIEL
-comunicar imediatamente o setorial de Recursos Humanos de
-                                                                        BORINI ZEMUNER, brasileiro, casado, odontólogo, portador de
-ambas as secretarias, para que estas determinem o retorno imediato
-                                                                        CPF nº 700.428.709-25 e RG nº 3178300-3 SSP/PR. Empresa AR
-ao trabalho dos profissionais da saúde e segurança.
-                                                                        FRIO REFRIGERAÇÃO LTDA - ME, CNPJ n° 37.582.814/0001-91.
-        Parágrafo Único, caso o resultado do teste seja POSITIVO,       DATA DE ASSINATURA: 08 de abril de 2020.
",text_8,6,0.3916808652397251,0.06347443655531121,6,
8,"
-E REPRESENTAÇÕES DE PRODUTOS HOSPITALARES LTDA, Inscrita no CNPJ sob o nº 05.343.029/0001-90, estabelecida
-na Rua Dois, snº, Quadra 008 Lote 008, Bairro Civit I, Serra/ES, CEP: 29.168-030, conforme descrição abaixo:
-
-
-                                                                                                                        VLR.
-  ITEM                             ESPECIFICAÇÃO                                   UN   QTD.    VLR. UNITÁRIO
-                                                                                                                       TOTAL
-
-
-                             TESTE RAPIDO PARA COVID-19
:           - teste rápido, qualitativo para detecção de vírus de rna da ordem
-           dos nidovirales da família coronaviridae, com quatro subtipos a,
-           b, y e õ de acordo com as características do genoma;
-           - teste preliminar para triagem ou com pacientes assintomáticos;
-   01      - resultados entre 10 e 30 minutos;                                  TESTE   1.500     R$ 128,00        R$ 192.000,00
-           - o teste deve detectar anticorpos anti covid-19 em sangue total,
-           soro ou plasma humano, pela metodologia de imunocromatogra-
-           fia, sendo a imunoglobina igm detectada entre 7(sete) e 10(dez)
-           dias após a infecção;
-           - teste embalados individualmente;
-
",text_9,1,0.24143351977817035,0.05717441910334401,1,
9,"
-
-
-
-RATIFICAÇÃO DE AQUISIÇÃO POR DISPENSA DE LICITAÇÃO -- PROCESSO 4534/2020
-                                                                                                     Publicação Nº 266746
-
-PROCESSO Nº: 4534/2020
-
-INTERESSADA: Secretaria Municipal de Saúde - SEMSA
-
:ASSUNTO: Aquisição teste rápido COVID-19.
-
-
-RATIFICAÇÃO DA CONTRATAÇÃO POR DISPENSA DE LICITAÇÃO
-
-
-FUNDAMENTO LEGAL: Artigo 24, Inciso IV, da Lei Federal 8.666/93, conforme Lei 13.979 de 06 de fevereiro de 2020 para
-enfrentamento ao COVID-19 e Decreto Municipal 37.740 de 16/03/2020.
-
-
-PARTES – Secretaria Municipal de Saúde de Aracruz e a Empresa abaixo relacionada.
",text_10,1,0.4433195876569445,-0.09203810824952137,1,
