,text,id,label,d1,d2,inferred_labels,labels_after_prop,labels_annotated_after_prop
0,"-aproximadamente 32 mil testes      para a escolha do domicílio e do     independentemente do resul-        Estado”, disse.
-em 27 municípios selecionados.     cidadão que participará do ques-     tado do teste, essa pessoa será       Para o desenvolvimento do
-   De acordo com o secretá-        tionário a ser aplicado por técni-   orientada ou, se necessário, en-   Inquérito Sorológico, foram de-
-rio de Estado da Saúde, Nésio      cos da saúde.                        caminhada para k atendimento       finidas quatro fases de planeja-
-Fernandes, a pesquisa trará           Segundo o gerente de Vigi-        em unidade referenciada.           mento. A primeira foi marcada
-uma radiografia do impacto         lância em Saúde da Sesa, Orlei                                          por reuniões com especialistas
-da doença no Espírito Santo.       Amaral Cardoso, as perguntas         Inquérito Sorológico               para definições iniciais para a
-“Com o inquérito, objetivamos      serão embasadas para coleta                                             metodologia de pesquisa; a
-fazer uma projeção estatística     de informações básicas sobre            O Inquérito Sorológico é        segunda consistiu no plano
-do comportamento da trans-         sintomas da doença. Além da          uma pesquisa que consiste em       de sorteio das regiões a serem
:missão da Covid-19 em nosso        realização de um teste rápido        testar uma amostra da popula-      pesquisadas, além da prepara-
-Estado. Também vamos poder         para identificação de anticor-       ção que seja representativa do     ção dos formulários e testes.
-identificar a força de transmis-   pos contra o novo Coronavírus,       todo. Dessa forma, os dados           Na terceira, profissionais da
-são do vírus. Com os resulta-      cujo resultado estará disponí-       auxiliarão o entendimento de       Sesa da área da Vigilância, da
-dos, teremos uma radiografia       vel em 15 minutos.                   como a Covid-19 está sendo         Atenção Primária e do Instituto
-muito fina de qual é o impacto        “O processo irá garantir se-      transmitida no Estado e nas de-    Capixaba de Ensino, Pesquisa
-da doença e de seu comporta-       gurança tanto ao entrevistado        finições de novas estratégias,     e Inovação em Saúde (ICEPi),
-mento que poderá subsidiar as      quanto aos técnicos, que esta-       por parte da Sesa, para medi-      com apoio de especialistas da
-decisões de Governo”, explicou.    rão paramentados com equipa-         das de contenção da doença.        Universidade Federal do Espí-
-                                   mentos de proteção individual,          A utilização desse modelo,      rito Santo (Ufes) e da Organiza-
-Atuação em campo                   além de terem suas credenciais       de acordo com o gerente da         ção Pan-Americana da Saúde
",text_0,6,0.10360579299397386,-0.0935063387000552,6,,
1,"
-TORNA PÚBLICO AOS INTERESSADOS QUE ESTÁ ABERTO O PROCESSO DE PESQUISA DE PREÇO PELO PRAZO DE 24
-(Vinte e QUATRO) horas, A CONTAR DESTA PUBLICAÇÃO. PRAZO ESTE QUE PODERÁ SER INFERIOR CASO OBTENHA-SE
-O NÚMERO SUFICIENTE DE COTAÇÕES.
-
-
-                                                                                                  www.diariomunicipal.es.gov.br
-22/04/2020 (Quarta-feira)                        DOM/ES - Edição N° 1499                                        Página 132
-
-
-PROCESSO: 10.648/2020 – DISPENSA Nº 0145/2020
:Contratação de empresa especializada para fornecimento de 5.000 kits de teste rápido para o covid-19.
-PRAZO DE ENTREGA: 50% em 3 dias e 50% em 10 dias, a partir da entrega da Autorização de Fornecimento.
-AS EMPRESAS ESPECIALIZADAS INTERESSADAS EM FORNECER COTAÇÃO DE PREÇOS PARA A PESQUISA MENCIONADA,
-ENTRAR EM CONTATO COM A DIVISÃO DE COMPRAS PELO TELEFONE (28) 3535-1918. OU PELOS EMAIL: compraspmpk@
-gmail.com; compras.fms@presidentekennedy.es.gov.br
-Nos dias úteis de 08:00hs as 11:00hs e 12:00 as 17:00hs.
-
-
-Presidente Kennedy-ES, 17/04/2020
-
-
",text_1,3,0.3133458938667246,-0.07993921737342466,3,,
2,"
-                                                                                                     Publicação Nº 274692
-
-FUNDO MUNICIPAL DE SAÚDE, DO MUNICÍPIO DE JAGUARÉ
-
-TORNAR SEM EFEITO A RATIFICAÇÃO DE DISPENSA DE LICITAÇÃO Nº 0008/2020
-
-CÓDIGO DE REMESSA DE CONTRATAÇÃO:
-
-2020.038E0500001.09.0008
-
:OBJETO: Aquisição em caráter emergencial de teste rápido, para covid 19, para o enfrentamento da emergência de Saúde
-Pública.
-
-TORNAR SEM EFEITO o TERMO DE RATIFICAÇÃO, publicado no Diário Oficial dos Municipios, do Estado do Espirito Santo,
-no dia 15 de maio de 2020, em favor da empresa EQUIMED INST. E EQUIP. PARA LAB. E HOSPITAIS LTDA, pessoa jurí-
-dica de direito privado, inscrita no CNPJ: nº 16.580.422/0001-13, com sede na Rodovia BR 101 km 504, 9994b - Sao
-
-
-                                                                                                www.diariomunicipal.es.gov.br
-18/05/2020 (Segunda-feira)                       DOM/ES - Edição N° 1516                                        Página 112
-
-
:Lourenco - Itabuna - BA, para Aquisição em caráter emergencial de teste rápido, para covid 19, para o enfrentamento da
-emergência de Saúde Pública, no valor de R$ 345.000,00 (trezentos quarenta e cinco mil reais) e determino a emissão
-da respectiva nota de empenho.
-
-
-Jaguaré-ES, 15 de maio de 2020
-
-
-Dayana Mara dos Santos Silva Bizi
-Secretária Municipal de Saúde
-
",text_2,1,0.45888513970542133,-0.3310932961141145,1,,
3,"
-necessidades do setor de obras e manutenção                              para ações de enfrentamento ao COVID-
-predial, para ampliação e reforma dos espaços                            19.Número e Modalidade da Licitação: Dispensa
-pertencentes à Secretaria Municipal de Saúde e                           de Licitação nº 161/SMA/DSLC/2020; Contratado:
-suas unidades de atendimento. Dia 06 de maio de                          Eugenio Raulino Koerich S.A. Comercio e Industria.,
-2020,      às     10h.     Endereço    eletrônico:                       CNPJ nº 86.184.074/0001-40. Valor: R$ 6.487,00
-http://dlc.pmf.sc.gov.br. O Pregoeiro.                                   (seis mil quatrocentos e oitenta e sete reais).
-                                                                         Contratante: Secretária Municipal de Assistência
-PREGÃO ELETRÔNICO PARA REGISTRO DE PREÇOS                                Social/Fundo Municipal de Assistência Social;
-Nº 134/SMA/DSLC/2020 – Objeto: Registro de                               Nome de quem assinou: Maria Cláudia Goulart da
-Preços para aquisição de insumos de laboratório –                        Silva.
:Teste Rápido de Gravidez. Dia 06 de maio de 2020,
-às      13h30min.         Endereço     eletrônico:
-http://dlc.pmf.sc.gov.br. O Pregoeiro.                                             AUTARQUIA DE
-PREGÃO ELETRÔNICO PARA REGISTRO DE PREÇOS                                    MELHORAMENTOS DA CAPITAL
-Nº 137/SMA/DSLC/2020 – Objeto: Registro de
-preços para a aquisição de insumos laboratoriais,                        PORTARIA Nº 112/2020 - O Diretor Presidente da
-para atender às necessidades do Laboratório                              Autarquia de Melhoramentos da Capital –
-Municipal de Florianópolis – LAMUF. Dia 06 de                            COMCAP, no uso das atribuições que lhe são
-maio de 2020, às 15h30min. Endereço eletrônico:                          conferidas pelas Leis Complementares Nº
-http://dlc.pmf.sc.gov.br. O Pregoeiro.                                   618/2017 e 655/2018 e pelos Decretos Municipais
-                                                                         Nº 17.799/2017 e 20.572/2019, CONSIDERANDO a
",text_3,4,0.3503214768276932,-0.12115894419089188,4,,
4,"
-
-
-
-CONTRATO 079/2020
-                                                                                                    Publicação Nº 276969
-
-CONTRATO 079/2020
-
-CONTRATADO: F.N COMERCIO E REPRESENTAÇÕES DE PRODUTOS PARA SAÚDE LTDA, CNPJ Nº 26.959.662/0001-87.
-
:OBJETO: Aquisição de kits de teste rápido para covid-19, para atender as necessidades laboratoriais da Secretaria Muni-
-cipal de Saúde.
-
-Valor: R$ 136.000,00
-
-Vigência: 30 (trinta) dias (28/05/2020 à 27/06/2020).
-
-Processo: 571/2020
-
-ID: 2020.025E0700001.09.0013
-
",text_4,1,0.37920898827934685,-0.009898458052268171,1,,
5,"
-Abertura das Propostas:18/06/2020 às 14:30 horas                                                   
-Sessão de Disputa dos Preços:18/06/2020 às 15:00 horas
-Atenção: Horário de Brasília                                                                       
-                                  Salvador, 29 de maio de 2020.
-                                    JOSÉ EGÍDIO DE SANTANA
-                                    Presidente da COPEL/SMS                                        
-                        DISPENSA DE LICITAÇÃO Nº 076/2020
-PROCESSO Nº: 6567/2020
-CONTRATADA: PMH PRODUTOS MÉDICOS HOSPITALARES LTDA                                                 
-CNPJ: 00.740.696/0001-92                                                                           
:OBJETO: Aquisição de Kit para Laboratório: Teste rápido IGM/IGG para coronavirus, para garantir
-o atendimento do Laboratório Central / SMS, no combate ao COVID-19, conforme CI DGAS / LAB.        
-CENTRAL Nº 033/2020
-VALOR GLOBAL: R$ 4.375.000,00 (Quatro milhões, trezentos e setenta e cinco mil reais)              
-AMPARO LEGAL: Artigo 24, Inciso IV da Lei Federal n° 8.666/93                                      
-Artigo 4º, da Lei Federal n° 13.979/2020                                                           
-DOTAÇÃO ORÇAMENTÁRIA Projeto Atividade 10.122.0002.263000; Elemento de Despesa 33.90.30;
-Fonte de Recurso 014 (Transf. Fundo a Fundo de Recursos SUS do Gov Fed - Bloco de Custeio -        
-COVID-19)
-PRAZO DE ENTREGA: Imediato                                                                         
-DATA DO ATO: 25/05/2020                                                                            
",text_5,1,0.573777930672966,0.4055764824182274,1,,
6,"
- superior hierárquico responsável pelos trabalhos desenvolvidos nos
- locais designados, via escala.
-         Art. 2º Esta Portaria entra em vigor na data de sua
- publicação.
-        GABINETE DO SECRETÁRIO DA SAÚDE, aos 29 dias do
- mês de abril de 2020.
-                    DANIEL BORINI ZEMUNER
-                      Secretário da Saúde
-     PORTARIA CONJUNTA N° 454-INST.SEMUS/SESMU,
-               DE 28 DE ABRIL DE 2020
:                     Institui a realização do teste rápido para a
-                     detecção do novo coronavírus a partir do 8°
-                     (oitavo) dia para os servidores da Secretaria
-                     Municipal da Saúde e Secretaria Municipal de
-                     Segurança e Mobilidade Urbana e toma outras
-                     providências.
-          O SECRETÁRIO MUNICIPAL DA SAÚDE de Palmas-TO,
- no uso de suas atribuições legais que lhe confere o artigo 80, inciso
- IV, da Lei Orgânica do Município de Palmas, combinado comas
- prerrogativas dos artigos 40, inciso X e 41 e o SECRETÁRIO
- MUNICIPAL DE SEGURANÇA E MOBILIDADE URBANA de
",text_6,6,0.2229972151163557,-0.10291114439479324,6,,
7,"
- adotarão todas as medidas de prevenção necessárias para evitar a
- contaminação dos servidores e usuários pelo (COVID-19) e devem
- comunicar às autoridades competentes os casos de suspeita de
- contaminação.
-         CONSIDERANDO a Nota Técnica nº 11/2020-DESF/SAPS/
-12                                                        DIÁRIO OFICIAL DO MUNICÍPIO DE PALMAS Nº 2.482 - TERÇA-FEIRA, 5 DE MAIO DE 2020
-MS, que esclarece o método de distribuição de testes rápidos para      
-a detecção de anticorpos contra o coronavírus (SARS-CoV-2), bem        
-como as recomendações dos grupos prioritários para a realização.
-         CONSIDERANDO a Nota Técnica nº 5/2020-SAPS/MS, a              
:qual orienta que o teste rápido seja realizado após o 7º (sétimo) dia
-após o início dos sintomas por se tratar de detecção de anticorpos.    
-        CONSIDERANDO que dentre os grupos prioritários estão
-incluídos os profissionais de saúde e segurança pública e que estes    
-devem realizar isolamento quando forem contatos domiciliares de        
-algum caso confirmado.                                                 
-        CONSIDERANDO que estes profissionais compõem a força
-de trabalho essencial sendo importante a adoção de medidas que         
-possam manter a atuação destes profissionais para a continuidade       
-das ações de atenção à saúde, as medidas de proteção e controle.
-        RESOLVE:                                                       
:        Art.1° Fica determinada a realização do teste rápido para      
-detecção de anticorpos contra o coronavírus no 8 °(oitavo) dia após    
-início dos sintomas para os servidores vinculados a Secretaria         
-Municipal da Saúde e Secretaria Municipal de Segurança e               
-Mobilidade Urbana, que foram notificados e que atendam a definição     
-de caso suspeito de COVID-19.                                          
-        Parágrafo único, será de competência dos serviços de           
-saúde que compõem a Rede de Atenção à Saúde do Município de            
-Palmas a solicitação, regulação e agendamento da realização do         
-teste para os servidores supracitados que foram notificados e que
-atendam a definição de caso suspeito por COVID-19.
-        Art.2º A responsabilidade da ciência do resultado
:NEGATIVO do teste rápido para os servidores, será pela equipe
-técnica da vigilância em saúde da Síndrome Gripal a qual deverá
-comunicar imediatamente o setorial de Recursos Humanos de
-ambas as secretarias, para que estas determinem o retorno imediato
-ao trabalho dos profissionais da saúde e segurança.
-        Parágrafo Único, caso o resultado do teste seja POSITIVO,      
-a ciência do resultado será de competência dos profissionais
-médicos que compõem a equipe técnica da vigilância em saúde
-e os mesmos emitirão o Termo de Notificação de Isolamento por          
-mais 7 (sete) dias, devendo o servidor protocolar junto a sua chefia
-imediata para posterior encaminhamento ao setorial de Recursos         
",text_7,6,0.21850921489047812,-0.19205707460987753,6,,
8,"
-E REPRESENTAÇÕES DE PRODUTOS HOSPITALARES LTDA, Inscrita no CNPJ sob o nº 05.343.029/0001-90, estabelecida
-na Rua Dois, snº, Quadra 008 Lote 008, Bairro Civit I, Serra/ES, CEP: 29.168-030, conforme descrição abaixo:
-
-
-                                                                                                                        VLR.
-  ITEM                             ESPECIFICAÇÃO                                   UN   QTD.    VLR. UNITÁRIO
-                                                                                                                       TOTAL
-
-
-                             TESTE RAPIDO PARA COVID-19
:           - teste rápido, qualitativo para detecção de vírus de rna da ordem
-           dos nidovirales da família coronaviridae, com quatro subtipos a,
-           b, y e õ de acordo com as características do genoma;
-           - teste preliminar para triagem ou com pacientes assintomáticos;
-   01      - resultados entre 10 e 30 minutos;                                  TESTE   1.500     R$ 128,00        R$ 192.000,00
-           - o teste deve detectar anticorpos anti covid-19 em sangue total,
-           soro ou plasma humano, pela metodologia de imunocromatogra-
-           fia, sendo a imunoglobina igm detectada entre 7(sete) e 10(dez)
-           dias após a infecção;
-           - teste embalados individualmente;
-
",text_8,1,0.24660304639689046,-0.046373386340969554,1,,
9,"
-
-
-
-RATIFICAÇÃO DE AQUISIÇÃO POR DISPENSA DE LICITAÇÃO -- PROCESSO 4534/2020
-                                                                                                     Publicação Nº 266746
-
-PROCESSO Nº: 4534/2020
-
-INTERESSADA: Secretaria Municipal de Saúde - SEMSA
-
:ASSUNTO: Aquisição teste rápido COVID-19.
-
-
-RATIFICAÇÃO DA CONTRATAÇÃO POR DISPENSA DE LICITAÇÃO
-
-
-FUNDAMENTO LEGAL: Artigo 24, Inciso IV, da Lei Federal 8.666/93, conforme Lei 13.979 de 06 de fevereiro de 2020 para
-enfrentamento ao COVID-19 e Decreto Municipal 37.740 de 16/03/2020.
-
-
-PARTES – Secretaria Municipal de Saúde de Aracruz e a Empresa abaixo relacionada.
-
-
-MEDLEVENSOHN COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA - CNPJ 05.343.029/00001-90 -
-Valor R$ 37.200,00 (trinta e sete mil e duzentos reais).
-
-
-
-                                                                                                www.diariomunicipal.es.gov.br
-30/03/2020 (Segunda-feira)                        DOM/ES - Edição N° 1484                 
:OBJETO – Aquisição de teste rápido COVID-19 para a SEMSA em enfrentamento a pandemia, conforme Decreto 37.740
-de 16/03/2020.
-Aracruz/ES, 27 de março de 2020.
-Clenir Sani Avanza
-Secretária de Saúde
-Decreto nº 33.742, de 19/02/2018
-RATIFICAÇÃO DE AQUISIÇÃO POR DISPENSA DE LICITAÇÃO -- PROCESSO 4572/2020
-PROCESSO Nº: 4572/2020
-INTERESSADA: Secretaria Municipal de Saúde - SEMSA
-ASSUNTO: Aquisição materiais médicos para a SEMSA.
-RATIFICAÇÃO DA CONTRATAÇÃO POR DISPENSA DE LICITAÇÃO
",text_9,1,0.4829741291338668,-0.02878652968334013,1,,
